Player,Pos,Squad,Comp,npxG,-9999
Lamine Ghezali,DF,Saint-Étienne,fr Ligue 1,0.0,ce84946a
Rafał Gikiewicz,GK,Augsburg,de Bundesliga,0.0,17376543
Mario Gila,DF,Real Madrid,es La Liga,0.0,9c435456
Sebastian Giovinco,MF,Sampdoria,it Serie A,0.0,2b7c18ae
Jimmy Giraudon,DF,Troyes,fr Ligue 1,0.0,6ba71da5
Edoardo Goldaniga,MFDF,Sassuolo,it Serie A,0.0,4b029b31
Joe Gomez,DF,Liverpool,eng Premier League,0.0,7a11550b
Alfred Gomis,GK,Rennes,fr Ligue 1,0.0,cecbce23
Gori,MF,Espanyol,es La Liga,0.0,f3451c66
Jens Grahl,GK,Eint Frankfurt,de Bundesliga,0.0,f26dee6b
Jaume Grau,MF,Osasuna,es La Liga,0.0,fc3d2006
Ivo Grbić,GK,Lille,fr Ligue 1,0.0,3f034750
Etienne Green,GK,Saint-Étienne,fr Ligue 1,0.0,667b65da
Dominik Greif,GK,Mallorca,es La Liga,0.0,30061f53
Sebastian Griesbeck,MF,Union Berlin,de Bundesliga,0.0,a8db7ebb
Lennart Grill,GK,Leverkusen,de Bundesliga,0.0,37998008
Vicente Guaita,GK,Crystal Palace,eng Premier League,0.0,ab13a5aa
Noah Guede-Nadje,FW,Angers,fr Ligue 1,0.0,94b442c0
Yanis Guermouche,MFFW,Montpellier,fr Ligue 1,0.0,642f9f79
Péter Gulácsi,GK,RB Leipzig,de Bundesliga,0.0,bcb2ccd8
Manuel Gulde,DF,Freiburg,de Bundesliga,0.0,25ab9c9c
Angus Gunn,GK,Norwich City,eng Premier League,0.0,e082af5b
Marcos Mauro López Gutiérrez,DF,Cádiz,es La Liga,0.0,b3b62f94
Miguel Gutiérrez,DF,Real Madrid,es La Liga,0.0,7e98cff1
Pierre-Yves Hamel,FWDF,Lorient,fr Ligue 1,0.0,a99da9ec
Samir Handanović,GK,Inter,it Serie A,0.0,74419746
Luis Hartwig,MF,Bochum,de Bundesliga,0.0,a3f30508
Makoto Hasebe,DF,Eint Frankfurt,de Bundesliga,0.0,9ab16552
Dominique Heintz,DF,Freiburg,de Bundesliga,0.0,699fb8db
Jeff Hendrick,MF,Newcastle Utd,eng Premier League,0.0,989d5705
Wayne Hennessey,GK,Burnley,eng Premier League,0.0,76eca7e2
Sergio Herrera,GK,Osasuna,es La Liga,0.0,a4995f48
Marwin Hitz,GK,Dortmund,de Bundesliga,0.0,2e7ff968
Ki-Jana Hoever,DF,Wolves,eng Premier League,0.0,9a71e978
Justin Hoogma,DF,Greuther Fürth,de Bundesliga,0.0,816192f0
Sydney van Hooijdonk,FWMF,Bologna,it Serie A,0.0,5b418e15
Timo Horn,GK,Köln,de Bundesliga,0.0,3cd9e95a
Lukáš Hrádecký,GK,Leverkusen,de Bundesliga,0.0,ad3389d5
Jonathan Iglesias,MF,Clermont Foot,fr Ligue 1,0.0,639ca1cf
Asier Illarramendi,MF,Real Sociedad,es La Liga,0.0,5ce0b5ba
Nikita Iosifov,MF,Villarreal,es La Liga,0.0,4c2fa917
Jofre,MFDF,Espanyol,es La Liga,0.0,030ef8d6
Marco John,DF,Hoffenheim,de Bundesliga,0.0,d9e196bf
Phil Jones,DF,Manchester Utd,eng Premier League,0.0,def899bd
Josema,DF,Elche,es La Liga,0.0,ed3f5f4c
Lenny Joseph,FWMF,Metz,fr Ligue 1,0.0,d1828392
Miguel Juan Llambrich,DF,Espanyol,es La Liga,0.0,d83f09ff
Gideon Jung,DF,Greuther Fürth,de Bundesliga,0.0,a2e7de6f
Arnaud Kalimuendo,FW,Paris S-G,fr Ligue 1,0.0,bf4c41f9
Stefanos Kapino,GK,Arminia,de Bundesliga,0.0,62ba5881
Rick Karsdorp,DF,Roma,it Serie A,0.0,9f84febe
Noah Katterbach,DF,Köln,de Bundesliga,0.0,e27de4fa
Eiji Kawashima,GK,Strasbourg,fr Ligue 1,0.0,a4527d33
Moise Kean,FW,Everton,eng Premier League,0.0,3d50bcdb
Caoimhín Kelleher,GK,Liverpool,eng Premier League,0.0,62d7ef38
Dimitrios Keramitsis,DF,Roma,it Serie A,0.0,6f30a1d5
Luca Kilian,FW,Mainz 05,de Bundesliga,0.0,610aa1e9
Kristoffer Klaesson,GK,Leeds United,eng Premier League,0.0,3f70db80
Thibault Klidje,DFFW,Bordeaux,fr Ligue 1,0.0,db013c7d
Lukas Klünter,DF,Hertha BSC,de Bundesliga,0.0,92948149
Gregor Kobel,GK,Dortmund,de Bundesliga,0.0,cd59b9df
Samuel Koeberlé,MF,Reims,fr Ligue 1,0.0,6751b938
Koba Koindredi,MF,Valencia,es La Liga,0.0,3a58d075
Aleksandr Kokorin,FWMF,Fiorentina,it Serie A,0.0,fec5accc
Aleksandar Kolarov,DF,Inter,it Serie A,0.0,eda40760
Sead Kolašinac,DF,Arsenal,eng Premier League,0.0,3935e52e
Sead Kolašinac,DF,Marseille,fr Ligue 1,0.0,3935e52e
Luca Koleosho,FW,Espanyol,es La Liga,0.0,fc076f78
Alex Král,MF,West Ham,eng Premier League,0.0,e717705a
Julian Kristoffersen,FW,Salernitana,it Serie A,0.0,b804c280
Tim Krul,GK,Norwich City,eng Premier League,0.0,f23f9d20
Tom Lacoux,DFMF,Bordeaux,fr Ligue 1,0.0,295ba708
Alban Lafont,GK,Nantes,fr Ligue 1,0.0,4e7db402
Sam Lammers,FW,Atalanta,it Serie A,0.0,c283ddef
Toni Lato,DFMF,Valencia,es La Liga,0.0,8e088e04
Théo Le Bris,MF,Lorient,fr Ligue 1,0.0,afe39ca8
Patrick Leal,MF,Venezia,it Serie A,0.0,d97ec0d1
Jean-Louis Leca,GK,Lens,fr Ligue 1,0.0,edbe46dc
Jeremías Ledesma,GK,Cádiz,es La Liga,0.0,6c4776b1
Félix Lemaréchal,MF,Monaco,fr Ligue 1,0.0,8ca9415f
Ruben Lendinez,DF,Valencia,es La Liga,0.0,755da865
Bernd Leno,GK,Arsenal,eng Premier League,0.0,2628fd2b
Alexandre Letellier,GK,Paris S-G,fr Ligue 1,0.0,96fcd380
Jamal Lewis,DF,Newcastle Utd,eng Premier League,0.0,efb9215a
Luca Lezzerini,GK,Venezia,it Serie A,0.0,c9c32262
Ben Lhassine Kone,MF,Torino,it Serie A,0.0,7452c7a8
Andreas Linde,GK,Greuther Fürth,de Bundesliga,0.0,4d6a842d
Hugo Lloris,GK,Tottenham,eng Premier League,0.0,8f62b6ee
Anthony Lopes,GK,Lyon,fr Ligue 1,0.0,f00de885
Diego López,GK,Espanyol,es La Liga,0.0,73683fa9
Javi López,DF,Alavés,es La Liga,0.0,e9ada8cf
Pau López,GK,Marseille,fr Ligue 1,0.0,20b9f052
Jonas Lössl,GK,Brentford,eng Premier League,0.0,939bc634
Marcel Lotka,GK,Hertha BSC,de Bundesliga,0.0,5584552e
Johaneko Louisjean,DF,Bordeaux,fr Ligue 1,0.0,9af3613f
Matteo Lovato,DFMF,Atalanta,it Serie A,0.0,5fa57166
Luismi,FW,Sevilla,es La Liga,0.0,acf5410c
Levi Lumeka,DFFW,Troyes,fr Ligue 1,0.0,199ff86e
Andriy Lunin,GK,Real Madrid,es La Liga,0.0,3061e1ec
Andrey Lunyov,GK,Leverkusen,de Bundesliga,0.0,8a6ab963
Andreas Luthe,GK,Union Berlin,de Bundesliga,0.0,7fe12375
Deiver Machado,DF,Lens,fr Ligue 1,0.0,b3f8bdef
Niki Mäenpää,GK,Venezia,it Serie A,0.0,14a96e1c
Matej Maglica,DF,Stuttgart,de Bundesliga,0.0,36cf2caf
Giangiacomo Magnani,DF,Sampdoria,it Serie A,0.0,cce9f582
Mike Maignan,GK,Milan,it Serie A,0.0,fcb38f57
Ainsley Maitland-Niles,MF,Arsenal,eng Premier League,0.0,e3a5814e
Josh Maja,FW,Bordeaux,fr Ligue 1,0.0,bc0bfc64
Lennard Maloney,DF,Dortmund,de Bundesliga,0.0,75402e99
Giorgi Mamardashvili,GK,Valencia,es La Liga,0.0,d4b73232
Steve Mandanda,GK,Marseille,fr Ligue 1,0.0,1d2d5cc8
Anthony Mandrea,GK,Angers,fr Ligue 1,0.0,f7d3a773
Kostas Manolas,DF,Napoli,it Serie A,0.0,c707411f
Davide Marfella,GK,Napoli,it Serie A,0.0,880fcdbb
Mika Màrmol,DF,Barcelona,es La Liga,0.0,e7630876
Carlos Martín,DF,Atlético Madrid,es La Liga,0.0,64035864
Emiliano Martínez,GK,Aston Villa,eng Premier League,0.0,7956236f
Josep Martinez,GK,RB Leipzig,de Bundesliga,0.0,11d8aff0
Andrea Masiello,DF,Genoa,it Serie A,0.0,e0314d87
Luís Maximiano,GK,Granada,es La Liga,0.0,3318286e
Derek Mazou-Sacko,FWDF,Troyes,fr Ligue 1,0.0,810edef9
Ibrahima Mbaye,DF,Bologna,it Serie A,0.0,cfbf9881
Amadou Mbengue,DFMF,Metz,fr Ligue 1,0.0,14d2670e
Jason Mbock,FW,Angers,fr Ligue 1,0.0,890bc029
Moustapha Mbow,DF,Reims,fr Ligue 1,0.0,3f3a2cba
James Mcatee,MFFW,Manchester City,eng Premier League,0.0,96593e89
Kasey McAteer,FW,Leicester City,eng Premier League,0.0,b2c66859
Liam McCarron,FW,Leeds United,eng Premier League,0.0,076bb352
Alex McCarthy,GK,Southampton,eng Premier League,0.0,36c2ca73
Stuart McKinstry,MF,Leeds United,eng Premier League,0.0,1000a059
Admir Mehmedi,MF,Wolfsburg,de Bundesliga,0.0,b500b384
Farid El Melali,FW,Angers,fr Ligue 1,0.0,d21e361a
Pedro Mendes,DF,Montpellier,fr Ligue 1,0.0,6690ef25
Tomás Mendes,MF,Alavés,es La Liga,0.0,45f771db
Benjamin Mendy,DF,Manchester City,eng Premier League,0.0,5271c8f1
Edouard Mendy,GK,Chelsea,eng Premier League,0.0,33887998
Nampalys Mendy,MF,Leicester City,eng Premier League,0.0,1598599e
Jorge Meré,DF,Köln,de Bundesliga,0.0,9f979eb2
Alex Meret,GK,Napoli,it Serie A,0.0,9413b19f
Yıldırım Mert Çetin,DF,Hellas Verona,it Serie A,0.0,c730da00
Illan Meslier,GK,Leeds United,eng Premier League,0.0,6b625ac2
Kingsley Michael,MF,Bologna,it Serie A,0.0,e63e122d
Edouard Michut,MF,Paris S-G,fr Ligue 1,0.0,fe6c1add
Valentin Mihaila,FWMF,Atalanta,it Serie A,0.0,81a4c239
Hilmir Mikaelsson,FW,Venezia,it Serie A,0.0,5add9b29
Enzo Millot,MF,Stuttgart,de Bundesliga,0.0,f76022e7
Clinton Mola,DF,Stuttgart,de Bundesliga,0.0,29ddfb9c
Cristian Molinaro,DF,Venezia,it Serie A,0.0,1c8c5aed
Lorenzo Montipò,GK,Hellas Verona,it Serie A,0.0,c1d95617
Wesley Moraes,FW,Aston Villa,eng Premier League,0.0,bfae110f
Jérémy Morel,DF,Lorient,fr Ligue 1,0.0,e97150c0
Ilaix Moriba,MF,RB Leipzig,de Bundesliga,0.0,f4c69aa6
Loren Morón,FW,Betis,es La Liga,0.0,3aa4a3be
Tyler Morton,MF,Liverpool,eng Premier League,0.0,2bc28bb9
Lebo Mothiba,FW,Strasbourg,fr Ligue 1,0.0,3eaf8817
Andrei Motoc,DF,Salernitana,it Serie A,0.0,b64073a0
Jessy Moulin,GK,Troyes,fr Ligue 1,0.0,28a65a2c
Samuel Mráz,FW,Spezia,it Serie A,0.0,be6c1ccc
Florian Müller,GK,Stuttgart,de Bundesliga,0.0,cbac6ec9
Bali Mumba,DF,Norwich City,eng Premier League,0.0,2d760d7b
Torben Müsel,MF,M'Gladbach,de Bundesliga,0.0,d01b9ad6
Juan Musso,GK,Atalanta,it Serie A,0.0,a111cf41
Junior Mwanga,DF,Bordeaux,fr Ligue 1,0.0,ee158be5
Eric N'Jo,DF,Troyes,fr Ligue 1,0.0,b85e57bb
Marvelous Nakamba,MF,Aston Villa,eng Premier League,0.0,de5b5570
Paul Nardi,GK,Lorient,fr Ligue 1,0.0,2d70dbe5
Nikolas Nartey,MFDF,Stuttgart,de Bundesliga,0.0,30261ba1
Keylor Navas,GK,Paris S-G,fr Ligue 1,0.0,ecada4fc
Reiss Nelson,FW,Arsenal,eng Premier League,0.0,c5bdb6e3
David Nemeth,DF,Mainz 05,de Bundesliga,0.0,da76715c
Neto,GK,Barcelona,es La Liga,0.0,a9dc785c
Manuel Neuer,GK,Bayern Munich,de Bundesliga,0.0,8778c910
Aurélien Nguiamba,MF,Spezia,it Serie A,0.0,de135234
Cheikh Niasse,MFFW,Lille,fr Ligue 1,0.0,ff20acfe
Nicolas Nkoulou,DF,Watford,eng Premier League,0.0,93cf32a8
Mark Noble,MF,West Ham,eng Premier League,0.0,ff527768
Peru Nolaskoain,DF,Athletic Club,es La Liga,0.0,857cb4f3
Håvard Nordtveit,DF,Hoffenheim,de Bundesliga,0.0,6cafd68d
Alexander Nübel,GK,Monaco,fr Ligue 1,0.0,afb0c500
Allan Nyom,DF,Getafe,es La Liga,0.0,97572117
Adam Obert,DF,Cagliari,it Serie A,0.0,aa25ce92
Jan Oblak,GK,Atlético Madrid,es La Liga,0.0,ee8508c0
Stefano Okaka,FW,Udinese,it Serie A,0.0,601ef102
Oier Olazábal,GK,Espanyol,es La Liga,0.0,b5bdf144
Mathias Olesen,MF,Köln,de Bundesliga,0.0,86adbcc7
Christian Oliva,MF,Cagliari,it Serie A,0.0,d3b888e3
Robin Olsen,GK,Aston Villa,eng Premier League,0.0,e7ee38c3
Jonas Omlin,GK,Montpellier,fr Ligue 1,0.0,c631f952
Tyler Onyango,MFFW,Everton,eng Premier League,0.0,d86a1f3e
Stefan Ortega,GK,Arminia,de Bundesliga,0.0,c1242d4e
David Ospina,GK,Napoli,it Serie A,0.0,82b1198a
Alexandre Oukidja,GK,Metz,fr Ligue 1,0.0,ae7d0ecd
Jesús Owono,GK,Alavés,es La Liga,0.0,d6e3d7fb
Fernando Pacheco,GK,Alavés,es La Liga,0.0,97852360
Jon Pacheco,DF,Real Sociedad,es La Liga,0.0,44150beb
Daniele Padelli,GK,Udinese,it Serie A,0.0,cf1c23d8
Emerson Palmieri,DF,Chelsea,eng Premier League,0.0,e0bc6fdc
Martin Palumbo,MF,Juventus,it Serie A,0.0,f8d41a8c
Ivor Pandur,GK,Hellas Verona,it Serie A,0.0,457cb02f
Antonios Papadopoulos,DFMF,Dortmund,de Bundesliga,0.0,13d23b29
Matondo-Merveille Papela,MF,Mainz 05,de Bundesliga,0.0,b4b08774
Rubén Pardo,MF,Bordeaux,fr Ligue 1,0.0,2306bfde
Kevin Paredes,FWDF,Wolfsburg,de Bundesliga,0.0,5c50fdbc
Raúl Parra,DF,Cádiz,es La Liga,0.0,647d39d2
Rui Patrício,GK,Roma,it Serie A,0.0,79b0d6a0
Gianluca Pegolo,GK,Sassuolo,it Serie A,0.0,f058ed1f
Federico Peluso,DF,Sassuolo,it Serie A,0.0,4f2908e5
Philipp Pentke,GK,Hoffenheim,de Bundesliga,0.0,c41f7379
Victor Perea,DF,Espanyol,es La Liga,0.0,b7de5bad
Brayann Pereira,DF,Lens,fr Ligue 1,0.0,5c42e7ce
Juan Pérez,GK,Osasuna,es La Liga,0.0,8f29e08b
Mattia Perin,GK,Juventus,it Serie A,0.0,4c62d0c8
Sonny Perkins,FW,West Ham,eng Premier League,0.0,87f12e30
Mario Perrone,DF,Salernitana,it Serie A,0.0,6cd33e2a
Pavao Pervan,GK,Wolfsburg,de Bundesliga,0.0,c89e8aae
Danijel Petković,GK,Angers,fr Ligue 1,0.0,b98cea65
Immanuel Pherai,MF,Dortmund,de Bundesliga,0.0,f168d9b9
Romain Philippoteaux,MF,Brest,fr Ligue 1,0.0,f98b15f0
Jaden Philogene Bidace,FW,Aston Villa,eng Premier League,0.0,19f4d211
Jérôme Phojo,DF,Clermont Foot,fr Ligue 1,0.0,ff44d058
Jordan Pickford,GK,Everton,eng Premier League,0.0,4806ec67
Jérémy Pied,DFFW,Lille,fr Ligue 1,0.0,a634b9d2
Carlo Pinsoglio,GK,Juventus,it Serie A,0.0,f6a06749
Riccardo Pinzi,MF,Udinese,it Serie A,0.0,5dafcdce
Suf Podgoreanu,FW,Spezia,it Serie A,0.0,d697a2d0
Joel Pohjanpalo,FW,Leverkusen,de Bundesliga,0.0,ea003d07
Julian Pollersbeck,GK,Lyon,fr Ligue 1,0.0,d6f6ce93
Marin Pongračić,DF,Dortmund,de Bundesliga,0.0,2a6cd437
Nick Pope,GK,Burnley,eng Premier League,0.0,4b40d9ca
Gaëtan Poussin,GK,Bordeaux,fr Ligue 1,0.0,c252c705
Mateusz Praszelik,FWMF,Hellas Verona,it Serie A,0.0,ec6773f5
Alejandro Primo,GK,Levante,es La Liga,0.0,f38284bb
Ivan Provedel,GK,Spezia,it Serie A,0.0,277da414
Afimico Pululu,FW,Greuther Fürth,de Bundesliga,0.0,32c016f8
Niklas Pyyhtiä,MF,Bologna,it Serie A,0.0,88f53b75
Yacine Qasmi,MF,Rayo Vallecano,es La Liga,0.0,3b3cbebb
Dani Raba,MFFW,Granada,es La Liga,0.0,ea6a7ab4
Dani Raba,MFFW,Villarreal,es La Liga,0.0,ea6a7ab4
Nemanja Radonjić,MF,Marseille,fr Ligue 1,0.0,0630eb63
Ionuț Radu,GK,Inter,it Serie A,0.0,67f649be
Boris Radunović,GK,Cagliari,it Serie A,0.0,0dfce079
Sidney Raebiger,MF,RB Leipzig,de Bundesliga,0.0,a8090a41
Predrag Rajković,GK,Reims,fr Ligue 1,0.0,58ad9383
Jesuran Rak Sakyi,FWMF,Crystal Palace,eng Premier League,0.0,45685411
Diant Ramaj,GK,Eint Frankfurt,de Bundesliga,0.0,b90c4a43
Aaron Ramsdale,GK,Arsenal,eng Premier League,0.0,466fb2c5
Aaron Ramsey,MF,Juventus,it Serie A,0.0,ef619b0b
Raúl,FW,Betis,es La Liga,0.0,18f0a9f0
Nicola Ravaglia,GK,Sampdoria,it Serie A,0.0,d7a35008
David Raya,GK,Brentford,eng Premier League,0.0,98ea5115
Lluís Recasens,DF,Espanyol,es La Liga,0.0,c31ea173
Manolo Reina,GK,Mallorca,es La Liga,0.0,605eb473
Pepe Reina,GK,Lazio,it Serie A,0.0,e358587b
Álex Remiro,GK,Real Sociedad,es La Liga,0.0,374ee424
Panagiotis Retsos,DFFW,Leverkusen,de Bundesliga,0.0,4bd00a50
Panagiotis Retsos,DFMF,Hellas Verona,it Serie A,0.0,4bd00a50
Bryan Reynolds,DF,Roma,it Serie A,0.0,2306bf5c
Tiago Ribeiro,FW,Monaco,fr Ligue 1,0.0,507d7569
Chris Richards,DF,Bayern Munich,de Bundesliga,0.0,0a3d6d2b
Taylor Richards,MFFW,Brighton,eng Premier League,0.0,e0243d23
Sergio Rico,GK,Mallorca,es La Liga,0.0,5f0241b2
Sergio Rico,GK,Paris S-G,fr Ligue 1,0.0,5f0241b2
Jaïro Riedewald,MF,Crystal Palace,eng Premier League,0.0,7a1f2c08
Manuel Riemann,GK,Bochum,de Bundesliga,0.0,9f941969
Tomás Rincón,MFFW,Torino,it Serie A,0.0,f1cfc209
Maxence Rivera,FW,Saint-Étienne,fr Ligue 1,0.0,46a7b605
Cimo Röcker,DF,Hertha BSC,de Bundesliga,0.0,611b1aae
Joe Rodon,DF,Tottenham,eng Premier League,0.0,8d62d31a
Leonardo Román,GK,Mallorca,es La Liga,0.0,924ff27e
Luka Romero,FW,Lazio,it Serie A,0.0,ca6edaa0
Sergio Romero,GK,Venezia,it Serie A,0.0,1e26e376
Unai Ropero,MF,Alavés,es La Liga,0.0,7868c973
Romario Rösch,MF,Mainz 05,de Bundesliga,0.0,87ebfdb8
Francesco Rossi,GK,Atalanta,it Serie A,0.0,7b5f516f
Ruan,DF,Sassuolo,it Serie A,0.0,a378a02a
Rubén,DF,Espanyol,es La Liga,0.0,35d4f151
John Ruddy,GK,Wolves,eng Premier League,0.0,da8b19e2
Gerónimo Rulli,GK,Villarreal,es La Liga,0.0,625c144a
Alessandro Russo,MF,Salernitana,it Serie A,0.0,7152082d
Mathew Ryan,GK,Real Sociedad,es La Liga,0.0,4535e4bb
Frederik Rønnow,GK,Union Berlin,de Bundesliga,0.0,a70b8345
José Sá,GK,Wolves,eng Premier League,0.0,903b6e8b
Mathys Saban,FWMF,Saint-Étienne,fr Ligue 1,0.0,7d9f3d69
Marcel Sabitzer,MFFW,RB Leipzig,de Bundesliga,0.0,e280527c
Romain Salin,GK,Rennes,fr Ligue 1,0.0,74733221
Luigi Samele,FW,Sassuolo,it Serie A,0.0,548fea2f
Fede San Emeterio,MF,Cádiz,es La Liga,0.0,efecd633
Juan Sánchez,MF,Sevilla,es La Liga,0.0,ff4f78e1
Robert Sánchez,GK,Brighton,eng Premier League,0.0,6a713852
Philippe Sandler,DF,Troyes,fr Ligue 1,0.0,60740e70
Morgan Sanson,MF,Aston Villa,eng Premier League,0.0,6e7f1353
Baptiste Santamaria,MF,Freiburg,de Bundesliga,0.0,5e22e2a4
Jesús Santiago,MF,Valencia,es La Liga,0.0,bc49fd34
Sergio Santos,DF,Real Madrid,es La Liga,0.0,cf59e05f
Alvaro Sanz,MF,Barcelona,es La Liga,0.0,eaefa2d0
Marcelo Saracchi,DF,Levante,es La Liga,0.0,1c96ad85
Jeremy Sarmiento,FWMF,Brighton,eng Premier League,0.0,ac0d576d
Bouna Sarr,DF,Bayern Munich,de Bundesliga,0.0,1a4b9094
Malang Sarr,DF,Chelsea,eng Premier League,0.0,4315f30d
Joan Sastre Vanrell,DF,Mallorca,es La Liga,0.0,f9acf8bf
Giacomo Satalino,GK,Sassuolo,it Serie A,0.0,b1f0b916
Martin Satriano,FWMF,Inter,it Serie A,0.0,86383d0e
Dane Scarlett,MF,Tottenham,eng Premier League,0.0,21945a9e
Kasper Schmeichel,GK,Leicester City,eng Premier League,0.0,53af52f3
David Schnegg,DF,Venezia,it Serie A,0.0,1c341b14
Marvin Schwäbe,GK,Köln,de Bundesliga,0.0,87436846
Alexander Schwolow,GK,Hertha BSC,de Bundesliga,0.0,0d55d942
Valentino Scotta,DF,Sevilla,es La Liga,0.0,98529579
Aleksandar Sedlar,DFMF,Mallorca,es La Liga,0.0,a35134ae
Lion Semić,DF,Dortmund,de Bundesliga,0.0,87ebd8c9
Adrian Šemper,GK,Genoa,it Serie A,0.0,f02dde20
Luigi Sepe,GK,Salernitana,it Serie A,0.0,343f753a
Laurens Serpe,DF,Genoa,it Serie A,0.0,79d60e74
Javier Serrano,MF,Atlético Madrid,es La Liga,0.0,0a8fd9cb
Zidan Sertdemir,MFFW,Leverkusen,de Bundesliga,0.0,eec1f7f4
Nils Seufert,MF,Greuther Fürth,de Bundesliga,0.0,0da32a38
Aimar Sher,MF,Spezia,it Serie A,0.0,ef301f96
Shola Shoretire,FW,Manchester Utd,eng Premier League,0.0,00f0482f
Mahame Siby,MFDF,Strasbourg,fr Ligue 1,0.0,6d075c67
Aboubakar Sidibé,FW,Clermont Foot,fr Ligue 1,0.0,ae5b93a0
Alassane Sidibe,FW,Atalanta,it Serie A,0.0,f944979d
Francisco Sierralta,DF,Watford,eng Premier League,0.0,0f933743
Kiliann Sildillia,DF,Freiburg,de Bundesliga,0.0,313254a3
Gabriel Silva,DF,Saint-Étienne,fr Ligue 1,0.0,4914ed4a
Jonathan Silva,DFMF,Getafe,es La Liga,0.0,f2308b33
Rui Silva,GK,Betis,es La Liga,0.0,ea83bfa6
Marco Silvestri,GK,Udinese,it Serie A,0.0,0d422df7
Giovanni Simeone,FW,Cagliari,it Serie A,0.0,343c0d52
Giuliano Simeone,DF,Atlético Madrid,es La Liga,0.0,a6536561
Ellis Simms,FW,Everton,eng Premier League,0.0,26d3b5be
Unai Simón,GK,Athletic Club,es La Liga,0.0,5dcf3e90
Tobias Sippel,GK,M'Gladbach,de Bundesliga,0.0,0d8a37c2
Hugo Siquet,DF,Freiburg,de Bundesliga,0.0,c6cf860f
Salvatore Sirigu,GK,Genoa,it Serie A,0.0,10dc46f0
Nelson Sissoko,DF,Saint-Étienne,fr Ligue 1,0.0,12bd0579
Antonio Sivera,GK,Alavés,es La Liga,0.0,9970da54
Łukasz Skorupski,GK,Bologna,it Serie A,0.0,ab4449d6
Rubén Sobrino,MF,Valencia,es La Liga,0.0,19b776e9
Yann Sommer,GK,M'Gladbach,de Bundesliga,0.0,420c18a1
David Soria,GK,Getafe,es La Liga,0.0,8f8c6934
Hugo Sotelo,MF,Celta Vigo,es La Liga,0.0,3aa74860
Marco Sportiello,GK,Atalanta,it Serie A,0.0,ac4003af
Luca Stanga,DF,Milan,it Serie A,0.0,2967bcd0
Jason Steele,GK,Brighton,eng Premier League,0.0,28300a16
Jed Steer,GK,Aston Villa,eng Premier League,0.0,a8a3d139
Zack Steffen,GK,Manchester City,eng Premier League,0.0,42130443
Dale Stephens,MF,Burnley,eng Premier League,0.0,653ee42d
Jack Stephens,DF,Southampton,eng Premier League,0.0,6adbc307
Finley Stevens,DF,Brentford,eng Premier League,0.0,7e003182
Riccardo Stivanello,DF,Bologna,it Serie A,0.0,90e1d9dc
Thomas Strakosha,GK,Lazio,it Serie A,0.0,339fe0e8
Kevin Strootman,MF,Cagliari,it Serie A,0.0,ef2e5e1a
Vladyslav Supriaha,FW,Sampdoria,it Serie A,0.0,73affbb6
Abdoulaye Sylla,DF,Nantes,fr Ligue 1,0.0,2aeb43f1
Wojciech Szczęsny,GK,Juventus,it Serie A,0.0,01b8a2b2
Tachi,DF,Alavés,es La Liga,0.0,8b625720
Oussama Targhalline,FW,Marseille,fr Ligue 1,0.0,abd56820
Ciprian Tătărușanu,GK,Milan,it Serie A,0.0,b056e3da
Warren Tchimbembé,MF,Metz,fr Ligue 1,0.0,93b8f9f4
Marc Tenas,FWMF,Alavés,es La Liga,0.0,1c5d79e2
Marc-André ter Stegen,GK,Barcelona,es La Liga,0.0,6f51e382
Filippo Terracciano,DF,Hellas Verona,it Serie A,0.0,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,it Serie A,0.0,e1b0a70d
Aleksa Terzić,DF,Fiorentina,it Serie A,0.0,3ef0a2d7
Sada Thioub,MF,Angers,fr Ligue 1,0.0,f4bc42b1
Dominic Thompson,DF,Brentford,eng Premier League,0.0,235a62f8
Umut Tohumcu,MF,Hoffenheim,de Bundesliga,0.0,e547d3cf
Takehiro Tomiyasu,DF,Bologna,it Serie A,0.0,b3af9be1
Ernesto Torregrossa,FW,Sampdoria,it Serie A,0.0,bf39bdec
Cenk Tosun,FW,Everton,eng Premier League,0.0,9a104dee
Amadou Traore,FW,Bordeaux,fr Ligue 1,0.0,4eb0686f
Charles Traore,DF,Nantes,fr Ligue 1,0.0,de488e56
Kevin Trapp,GK,Eint Frankfurt,de Bundesliga,0.0,ce17b5eb
Simone Trimboli,MF,Sampdoria,it Serie A,0.0,f5f21026
Philipp Tschauner,GK,RB Leipzig,de Bundesliga,0.0,73e2f6eb
Axel Tuanzebe,DF,Napoli,it Serie A,0.0,2baec6ce
Maximilian Ullmann,DF,Venezia,it Serie A,0.0,caaf2ed1
Sven Ulreich,GK,Bayern Munich,de Bundesliga,0.0,7d3e7da6
Samuel Umtiti,DF,Barcelona,es La Liga,0.0,3eed9821
Benjamin Uphoff,GK,Freiburg,de Bundesliga,0.0,a9a6fc08
Kacper Urbanski,MF,Bologna,it Serie A,0.0,2d9d9e42
Antonio Vacca,MF,Venezia,it Serie A,0.0,444c89d9
Álvaro Vadillo,MFDF,Espanyol,es La Liga,0.0,61b62b33
Germán Valera,FWMF,Real Sociedad,es La Liga,0.0,84f55b4a
Yan Valery,DF,Southampton,eng Premier League,0.0,531a4aa8
Jesús Vallejo,DF,Real Madrid,es La Liga,0.0,c2111b45
Jonathan Varane,MF,Lens,fr Ligue 1,0.0,4ade359f
